0;100;500;5000;10000;50000;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000
tri_a_bulles,;0;0;110;450;11630;50950;182470;0;0;0;0;0;0;0;0
tri_a_bulles,;0;10;110;450;11440;52440;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;120;440;12670;47860;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;10;110;460;12680;52070;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;110;440;12690;47230;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;120;450;12660;45430;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;110;450;12640;45490;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;110;440;12670;45630;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;120;460;12730;50620;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;120;460;12670;50540;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;10;110;450;12820;45400;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;110;450;13140;45330;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;110;470;13270;45850;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;110;490;12500;46680;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;110;490;12710;45810;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;110;500;12720;45490;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;10;110;500;12690;45870;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;120;500;12650;45750;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;110;480;12920;45680;0;0;0;0;0;0;0;0;0
tri_a_bulles,;0;0;110;530;12700;45870;0;0;0;0;0;0;0;0;0
