, 100, 500, 5000, 10000, 50000, 100000, 200000, 300000, 400000, 500000, 600000, 700000, 800000, 900000, 1000000, 
tri_rapide, 0, 0, 0, 0, 10, 20, 50, 80, 120, 140, 180, 220, 240, 260, 330, 
tri_rapide, 0, 0, 0, 0, 10, 20, 50, 80, 110, 140, 160, 200, 230, 260, 300, 
tri_rapide, 0, 0, 0, 0, 10, 30, 50, 80, 120, 130, 160, 200, 230, 260, 300, 
tri_rapide, 0, 0, 0, 0, 10, 20, 50, 80, 110, 140, 160, 200, 230, 270, 300, 
tri_rapide, 0, 0, 0, 10, 10, 20, 50, 80, 110, 140, 170, 200, 230, 270, 300, 
tri_rapide, 0, 0, 0, 10, 10, 30, 50, 80, 110, 140, 180, 200, 240, 270, 310, 
tri_rapide, 0, 0, 0, 0, 10, 30, 60, 90, 120, 140, 190, 210, 250, 270, 320, 
tri_rapide, 0, 0, 10, 0, 10, 30, 50, 90, 110, 150, 170, 200, 230, 280, 300, 
tri_rapide, 0, 10, 0, 0, 10, 30, 50, 80, 110, 150, 170, 200, 240, 270, 300, 
tri_rapide, 0, 0, 0, 0, 10, 20, 50, 80, 110, 150, 180, 200, 240, 260, 300, 
tri_rapide, 0, 0, 0, 0, 20, 20, 50, 80, 120, 140, 180, 220, 240, 260, 310, 
tri_rapide, 0, 0, 0, 0, 10, 30, 50, 80, 110, 150, 180, 210, 240, 270, 300, 
tri_rapide, 0, 0, 0, 10, 10, 30, 60, 90, 120, 140, 170, 210, 250, 270, 300, 
tri_rapide, 0, 0, 0, 0, 10, 30, 60, 80, 110, 140, 170, 210, 240, 260, 300, 
tri_rapide, 0, 0, 0, 10, 10, 30, 50, 80, 110, 140, 170, 210, 240, 280, 310, 
tri_rapide, 0, 0, 0, 0, 10, 30, 60, 80, 120, 140, 170, 200, 240, 280, 290, 
tri_rapide, 0, 0, 0, 10, 10, 30, 50, 80, 120, 140, 180, 210, 240, 270, 310, 
tri_rapide, 0, 0, 10, 0, 10, 30, 50, 80, 110, 140, 170, 210, 240, 280, 300, 
tri_rapide, 0, 0, 0, 0, 10, 20, 50, 80, 110, 140, 160, 210, 230, 280, 300, 
tri_rapide, 0, 0, 0, 0, 10, 30, 50, 80, 120, 140, 180, 210, 230, 260, 310, 

