, 100, 500, 5000, 10000, 50000, 100000, 200000, 300000, 400000, 500000, 600000, 700000, 800000, 900000, 1000000, 
tri_casier, 0, 0, 0, 0, 0, 0, 10, 20, 20, 20, 20, 30, 30, 30, 30, 
tri_casier, 0, 0, 0, 0, 0, 0, 10, 20, 10, 20, 20, 20, 30, 40, 30, 
tri_casier, 0, 0, 0, 0, 0, 10, 0, 10, 10, 20, 20, 20, 30, 40, 50, 
tri_casier, 0, 0, 0, 0, 0, 0, 10, 10, 20, 20, 20, 30, 30, 50, 50, 
tri_casier, 0, 0, 0, 0, 0, 10, 10, 10, 10, 20, 20, 20, 30, 40, 50, 
tri_casier, 0, 0, 0, 0, 0, 10, 10, 10, 10, 20, 30, 30, 30, 40, 40, 
tri_casier, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 20, 20, 40, 40, 50, 
tri_casier, 0, 0, 0, 0, 10, 0, 10, 10, 10, 20, 20, 20, 30, 30, 40, 
tri_casier, 0, 0, 0, 0, 0, 0, 0, 10, 20, 20, 20, 20, 30, 40, 40, 
tri_casier, 0, 0, 0, 0, 10, 0, 10, 0, 20, 10, 20, 20, 30, 40, 40, 
tri_casier, 0, 0, 0, 0, 0, 0, 0, 10, 20, 20, 20, 20, 20, 40, 40, 
tri_casier, 0, 0, 0, 0, 0, 10, 0, 10, 20, 10, 30, 20, 20, 40, 40, 
tri_casier, 0, 0, 0, 0, 0, 10, 10, 10, 10, 20, 30, 30, 40, 30, 40, 
tri_casier, 0, 0, 0, 0, 0, 0, 10, 0, 10, 20, 20, 30, 30, 40, 40, 
tri_casier, 0, 0, 0, 0, 0, 10, 10, 10, 10, 20, 20, 20, 30, 30, 40, 
tri_casier, 0, 0, 0, 0, 0, 10, 10, 10, 10, 20, 20, 40, 40, 30, 50, 
tri_casier, 0, 0, 0, 0, 0, 10, 10, 10, 10, 20, 20, 20, 30, 30, 50, 
tri_casier, 0, 0, 0, 0, 0, 0, 10, 0, 20, 10, 30, 20, 40, 30, 50, 
tri_casier, 0, 0, 0, 0, 0, 10, 10, 10, 20, 10, 20, 20, 40, 50, 50, 
tri_casier, 0, 0, 0, 0, 10, 0, 0, 10, 20, 20, 20, 30, 40, 40, 50, 

